OrthoGroup	Gene
OG0004834	AT1G02270
OG0000318	AT1G02280
OG0004835	AT1G02290
OG0000319	AT1G02300
OG0000319	AT1G02305
OG0004836	AT1G02310
OG0004837	AT1G02330
OG0001825	AT1G02335
OG0001825	AT1G02340
OG0020191	AT1G02360
OG0004838	AT1G02370
OG0004839	AT1G02380
OG0004840	AT1G02390
OG0004841	AT1G02400
OG0004842	AT1G02405
OG0004843	AT1G02410
OG0004844	AT1G02420
OG0003509	AT1G02430
OG0003509	AT1G02440
OG0004845	AT1G02450
OG0004846	AT1G02460
OG0004847	AT1G02470
OG0004848	AT1G02475
OG0000148	AT1G02500
OG0004849	AT1G02510
OG0000450	AT1G02520
OG0000450	AT1G02530
OG0004850	AT1G02550
OG0004851	AT1G02560
OG0001826	AT1G02570
OG0001826	AT1G02575
OG0020192	AT1G02580
OG0004852	AT1G02610
OG0004853	AT1G02630
OG0004854	AT1G02640
OG0004855	AT1G02650
OG0004856	AT1G02660
OG0004857	AT1G02680
OG0004860	AT1G02690
OG0004861	AT1G02700
OG0004862	AT1G02720
OG0004863	AT1G02730
OG0004864	AT1G02740
OG0004865	AT1G02750
OG0003012	AT1G02770
OG0000451	AT1G02780
OG0004866	AT1G02790
OG0004867	AT1G02800
OG0004868	AT1G02810
OG0004869	AT1G02813
OG0000894	AT1G02816
OG0004870	AT1G02820
OG0000320	AT1G02830
OG0004871	AT1G02840
OG0004872	AT1G02850
OG0004873	AT1G02860
OG0004874	AT1G02870
OG0002553	AT1G02880
OG0004875	AT1G02890
OG0004876	AT1G02900
OG0004877	AT1G02910
OG0000895	AT1G02920
OG0000895	AT1G02930
OG0022384	AT1G02940
OG0004878	AT1G02950
OG0002554	AT1G02960
OG0002555	AT1G02970
OG0002557	AT1G02980
OG0004879	AT1G02990
OG0004880	AT1G03000
OG0004881	AT1G03010
OG0000897	AT1G03020
OG0004882	AT1G03030
OG0004883	AT1G03040
OG0004884	AT1G03050
OG0004885	AT1G03055
OG0004886	AT1G03060
OG0000321	AT1G03070
OG0004887	AT1G03080
OG0004888	AT1G03090
OG0004889	AT1G03100
OG0004890	AT1G03103
OG0004891	AT1G03110
OG0004892	AT1G03120
OG0000898	AT1G03130
OG0000714	AT1G03140
OG0004893	AT1G03150
OG0004894	AT1G03160
OG0019903	AT1G03170
OG0004895	AT1G03180
OG0004896	AT1G03190
OG0000586	AT1G03210
OG0001827	AT1G03220
OG0001827	AT1G03230
OG0004897	AT1G03250
OG0004898	AT1G03260
OG0004899	AT1G03270
OG0004900	AT1G03280
OG0004901	AT1G03290
OG0004902	AT1G03300
OG0004903	AT1G03310
OG0004904	AT1G03320
OG0004905	AT1G03330
OG0004906	AT1G03340
OG0004907	AT1G03350
OG0004908	AT1G03360
OG0004909	AT1G03365
OG0004910	AT1G03370
OG0004911	AT1G03380
OG0004912	AT1G03390
OG0004913	AT1G03400
OG0004913	AT1G03410
OG0004914	AT1G03430
OG0000900	AT1G03440
OG0004915	AT1G03445
OG0004916	AT1G03457
OG0004917	AT1G03470
OG0004918	AT1G03475
OG0000896	AT1G03490
OG0001833	AT1G03495
OG0002556	AT1G03510
OG0001829	AT1G03520
OG0004919	AT1G03530
OG0004920	AT1G03540
OG0004921	AT1G03550
OG0004922	AT1G03560
OG0004923	AT1G03590
OG0004924	AT1G03600
OG0004925	AT1G03610
OG0004926	AT1G03620
OG0004927	AT1G03630
OG0004928	AT1G03650
OG0000243	AT1G03670
OG0000901	AT1G03680
OG0004929	AT1G03687
OG0002040	AT1G03700
OG0000587	AT1G03710
OG0019224	AT1G03720
OG0004932	AT1G03730
OG0004933	AT1G03740
OG0004934	AT1G03750
OG0004935	AT1G03760
OG0004936	AT1G03770
OG0004937	AT1G03780
OG0004938	AT1G03790
OG0004939	AT1G03800
OG0004940	AT1G03810
OG0004941	AT1G03820
OG0004942	AT1G03830
OG0022422	AT1G03840
OG0002559	AT1G03850
OG0001831	AT1G03860
OG0001832	AT1G03870
OG0022494	AT1G03880
OG0004943	AT1G03890
OG0004944	AT1G03900
OG0000902	AT1G03905
OG0004945	AT1G03910
OG0004946	AT1G03920
OG0020198	AT1G03930
OG0001833	AT1G03940
OG0004947	AT1G03950
OG0000903	AT1G03960
OG0004948	AT1G03970
OG0004949	AT1G03980
OG0022463	AT1G03982
OG0022400	AT1G03990
OG0004950	AT1G04000
OG0004951	AT1G04010
OG0004952	AT1G04020
OG0004953	AT1G04030
OG0004954	AT1G04040
OG0004955	AT1G04050
OG0004956	AT1G04070
OG0004957	AT1G04080
OG0004958	AT1G04090
OG0004959	AT1G04100
OG0004960	AT1G04110
OG0004961	AT1G04120
OG0004962	AT1G04130
OG0004963	AT1G04140
OG0004964	AT1G04150
OG0000904	AT1G04160
OG0000149	AT1G04170
OG0000905	AT1G04180
OG0004965	AT1G04190
OG0004966	AT1G04200
OG0004967	AT1G04210
OG0004968	AT1G04220
OG0004969	AT1G04230
OG0004970	AT1G04240
OG0004971	AT1G04250
OG0004972	AT1G04260
OG0000101	AT1G04270
OG0004973	AT1G04280
OG0004974	AT1G04290
OG0004975	AT1G04300
OG0004976	AT1G04310
OG0004977	AT1G04330
OG0000906	AT1G04340
OG0004978	AT1G04350
OG0004979	AT1G04360
OG0001568	AT1G04370
OG0004980	AT1G04380
OG0004981	AT1G04390
OG0004982	AT1G04400
OG0000907	AT1G04410
OG0004983	AT1G04420
OG0004984	AT1G04430
OG0000908	AT1G04440
OG0004985	AT1G04445
OG0022427	AT1G04450
OG0004986	AT1G04470
OG0000322	AT1G04480
OG0001835	AT1G04490
OG0001835	AT1G04500
OG0000909	AT1G04510
OG0004987	AT1G04520
OG0004988	AT1G04530
OG0004989	AT1G04540
OG0004990	AT1G04550
OG0004991	AT1G04555
OG0004992	AT1G04560
OG0004993	AT1G04570
OG0004994	AT1G04580
OG0004995	AT1G04590
OG0000910	AT1G04600
OG0000911	AT1G04610
OG0004996	AT1G04620
OG0000185	AT1G04625
OG0000912	AT1G04630
OG0004997	AT1G04635
OG0002536	AT1G04640
OG0022365	AT1G04645
OG0004998	AT1G04650
OG0004999	AT1G04660
OG0005000	AT1G04670
OG0005001	AT1G04680
OG0005002	AT1G04690
OG0005003	AT1G04700
OG0000913	AT1G04710
OG0005005	AT1G04730
OG0000126	AT1G04750
OG0000126	AT1G04760
OG0001836	AT1G04770
OG0005006	AT1G04780
OG0005007	AT1G04790
OG0000452	AT1G04810
OG0000092	AT1G04820
OG0005008	AT1G04830
OG0005009	AT1G04840
OG0022417	AT1G04850
OG0005010	AT1G04860
OG0005011	AT1G04870
OG0005012	AT1G04880
OG0005013	AT1G04890
OG0005014	AT1G04900
OG0005015	AT1G04910
OG0005016	AT1G04920
OG0022374	AT1G04930
OG0005017	AT1G04940
OG0005018	AT1G04945
OG0005019	AT1G04950
OG0005020	AT1G04960
OG0005021	AT1G04970
OG0005022	AT1G04980
OG0005023	AT1G04985
OG0005024	AT1G04990
OG0005025	AT1G05000
OG0022388	AT1G05010
OG0022466	AT1G05020
OG0022533	AT1G05030
OG0022375	AT1G05040
OG0022461	AT1G05055
OG0022381	AT1G05060
OG0022121	AT1G05065
OG0000914	AT1G05070
OG0005026	AT1G05080
OG0002561	AT1G05090
OG0005027	AT1G05100
OG0005028	AT1G05120
OG0000915	AT1G05140
OG0000916	AT1G05150
OG0005029	AT1G05160
OG0000917	AT1G05170
OG0000974	AT1G05180
OG0019894	AT1G05190
OG0005030	AT1G05200
OG0005031	AT1G05205
OG0005032	AT1G05210
OG0005033	AT1G05220
OG0005034	AT1G05230
OG0000918	AT1G05240
OG0000918	AT1G05250
OG0005035	AT1G05260
OG0005036	AT1G05270
OG0005038	AT1G05280
OG0005037	AT1G05290
OG0022496	AT1G05291
OG0002010	AT1G05300
OG0005039	AT1G05310
OG0005040	AT1G05320
OG0005041	AT1G05330
OG0005042	AT1G05340
OG0005043	AT1G05350
OG0005045	AT1G05360
OG0005046	AT1G05370
OG0005047	AT1G05380
OG0005048	AT1G05385
OG0005050	AT1G05410
OG0005049	AT1G05420
OG0005051	AT1G05430
OG0005052	AT1G05440
OG0005053	AT1G05450
OG0005054	AT1G05460
OG0005055	AT1G05470
OG0005056	AT1G05490
OG0005057	AT1G05500
OG0002562	AT1G05510
OG0000323	AT1G05520
OG0000919	AT1G05530
OG0005058	AT1G05540
OG0005059	AT1G05550
OG0000919	AT1G05560
OG0000920	AT1G05570
OG0000931	AT1G05575
OG0005147	AT1G05577
OG0005148	AT1G05580
OG0005060	AT1G05590
OG0005061	AT1G05600
OG0005062	AT1G05610
OG0000921	AT1G05615
OG0005063	AT1G05620
OG0005064	AT1G05630
OG0005065	AT1G05640
OG0002563	AT1G05650
OG0002563	AT1G05660
OG0005066	AT1G05670
OG0001837	AT1G05675
OG0001837	AT1G05680
OG0005067	AT1G05690
OG0005068	AT1G05700
OG0000922	AT1G05710
OG0022478	AT1G05720
OG0000324	AT1G05730
OG0000324	AT1G05740
OG0005069	AT1G05750
OG0005070	AT1G05760
OG0002008	AT1G05780
OG0020208	AT1G05785
OG0005071	AT1G05790
OG0005072	AT1G05800
OG0005074	AT1G05805
OG0000488	AT1G05810
OG0005075	AT1G05820
OG0005076	AT1G05830
OG0022491	AT1G05835
OG0005077	AT1G05840
OG0005078	AT1G05850
OG0005079	AT1G05860
OG0005080	AT1G05870
OG0005081	AT1G05880
OG0005082	AT1G05890
OG0005083	AT1G05894
OG0005084	AT1G05900
OG0005085	AT1G05910
OG0005086	AT1G05920
OG0005087	AT1G05930
OG0019019	AT1G05940
OG0005088	AT1G05950
OG0005089	AT1G05960
OG0005090	AT1G05970
OG0002042	AT1G05990
OG0005091	AT1G06000
OG0005092	AT1G06010
OG0000196	AT1G06020
OG0000196	AT1G06030
OG0005093	AT1G06040
OG0005094	AT1G06050
OG0005095	AT1G06060
OG0005096	AT1G06070
OG0005097	AT1G06080
OG0000589	AT1G06090
OG0000589	AT1G06100
OG0005098	AT1G06110
OG0000589	AT1G06120
OG0000924	AT1G06130
OG0005099	AT1G06140
OG0022431	AT1G06149
OG0005100	AT1G06150
OG0005101	AT1G06160
OG0005102	AT1G06170
OG0005103	AT1G06180
OG0005104	AT1G06190
OG0000925	AT1G06200
OG0005105	AT1G06210
OG0002564	AT1G06220
OG0000926	AT1G06225
OG0005106	AT1G06230
OG0005107	AT1G06240
OG0022482	AT1G06250
OG0005108	AT1G06260
OG0005109	AT1G06270
OG0005110	AT1G06280
OG0000927	AT1G06290
OG0000927	AT1G06310
OG0005111	AT1G06320
OG0005112	AT1G06330
OG0005113	AT1G06340
OG0000928	AT1G06350
OG0000928	AT1G06360
OG0005114	AT1G06380
OG0000325	AT1G06390
OG0005115	AT1G06400
OG0005116	AT1G06410
OG0005117	AT1G06420
OG0000929	AT1G06430
OG0019951	AT1G06440
OG0005118	AT1G06450
OG0005119	AT1G06460
OG0005120	AT1G06470
OG0005121	AT1G06475
OG0005122	AT1G06490
OG0005123	AT1G06500
OG0005124	AT1G06510
OG0001838	AT1G06515
OG0005125	AT1G06520
OG0005126	AT1G06530
OG0005127	AT1G06540
OG0005128	AT1G06550
OG0005129	AT1G06560
OG0001839	AT1G06570
OG0001839	AT1G06580
OG0005130	AT1G06590
OG0002566	AT1G06620
OG0003374	AT1G06630
OG0000590	AT1G06640
OG0000590	AT1G06645
OG0000590	AT1G06650
OG0005131	AT1G06660
OG0022359	AT1G06670
OG0001840	AT1G06680
OG0005132	AT1G06690
OG0000453	AT1G06700
OG0005133	AT1G06710
OG0005134	AT1G06720
OG0005135	AT1G06730
OG0000930	AT1G06750
OG0005136	AT1G06760
OG0005137	AT1G06770
OG0005138	AT1G06780
OG0005139	AT1G06790
OG0005140	AT1G06800
OG0000100	AT1G06810
OG0005141	AT1G06820
OG0000127	AT1G06830
OG0005142	AT1G06840
OG0005143	AT1G06850
OG0005144	AT1G06870
OG0001841	AT1G06890
OG0005145	AT1G06900
OG0005146	AT1G06910
OG0005149	AT1G06920
OG0005150	AT1G06923
OG0000213	AT1G06925
OG0005151	AT1G06930
OG0005152	AT1G06950
OG0001842	AT1G06960
OG0005153	AT1G06970
OG0005154	AT1G06980
OG0005155	AT1G06990
OG0005156	AT1G07000
OG0005157	AT1G07010
OG0002567	AT1G07020
OG0020211	AT1G07025
OG0005158	AT1G07030
OG0005159	AT1G07040
OG0019880	AT1G07050
OG0005160	AT1G07060
OG0000439	AT1G07070
OG0005161	AT1G07080
OG0005162	AT1G07090
OG0005163	AT1G07110
OG0005164	AT1G07120
OG0005165	AT1G07130
OG0005166	AT1G07135
OG0020212	AT1G07140
OG0005167	AT1G07150
OG0020213	AT1G07160
OG0000932	AT1G07170
OG0002352	AT1G07175
OG0000933	AT1G07180
OG0000588	AT1G07190
OG0005168	AT1G07200
OG0005169	AT1G07210
OG0005170	AT1G07220
OG0005171	AT1G07230
OG0005172	AT1G07240
OG0005173	AT1G07250
OG0005174	AT1G07260
OG0005175	AT1G07270
OG0005176	AT1G07280
OG0005177	AT1G07290
OG0005178	AT1G07300
OG0005179	AT1G07310
OG0005180	AT1G07320
OG0005181	AT1G07330
OG0005182	AT1G07340
OG0020215	AT1G07350
OG0000934	AT1G07360
OG0000935	AT1G07370
OG0005183	AT1G07380
OG0005184	AT1G07390
OG0000591	AT1G07400
OG0000244	AT1G07410
OG0000936	AT1G07420
OG0005185	AT1G07430
OG0005186	AT1G07440
OG0000034	AT1G07450
OG0005187	AT1G07460
OG0001843	AT1G07470
OG0000937	AT1G07473
OG0000937	AT1G07476
OG0001843	AT1G07480
OG0022481	AT1G07485
OG0020217	AT1G07490
OG0000938	AT1G07510
OG0005188	AT1G07520
OG0005189	AT1G07530
OG0005190	AT1G07540
OG0005191	AT1G07550
OG0005192	AT1G07560
OG0000939	AT1G07570
OG0005193	AT1G07590
OG0000940	AT1G07600
OG0000940	AT1G07610
OG0022500	AT1G07615
OG0005194	AT1G07620
OG0005195	AT1G07630
OG0005196	AT1G07640
OG0022473	AT1G07645
OG0005197	AT1G07650
OG0000033	AT1G07660
OG0000941	AT1G07670
OG0005198	AT1G07680
OG0022450	AT1G07690
OG0005199	AT1G07700
OG0005200	AT1G07705
OG0005201	AT1G07710
OG0005202	AT1G07720
OG0005203	AT1G07725
OG0005204	AT1G07730
OG0005205	AT1G07740
OG0005206	AT1G07745
OG0005208	AT1G07747
OG0000942	AT1G07750
OG0000150	AT1G07770
OG0003438	AT1G07780
OG0000022	AT1G07790
OG0005209	AT1G07795
OG0000941	AT1G07810
OG0000033	AT1G07820
OG0001844	AT1G07830
OG0002568	AT1G07840
OG0005210	AT1G07850
OG0005211	AT1G07860
OG0005212	AT1G07870
OG0005213	AT1G07880
OG0001845	AT1G07890
OG0022430	AT1G07900
OG0002569	AT1G07910
OG0000390	AT1G07920
OG0000390	AT1G07930
OG0000390	AT1G07940
OG0002873	AT1G07950
OG0019769	AT1G07960
OG0019768	AT1G07970
OG0019767	AT1G07980
OG0019766	AT1G07985
OG0019765	AT1G07990
OG0001765	AT1G08000
OG0001765	AT1G08010
OG0014243	AT1G08030
OG0014242	AT1G08035
OG0001246	AT1G08040
OG0014241	AT1G08050
OG0014240	AT1G08060
OG0002237	AT1G08065
OG0014239	AT1G08070
OG0001247	AT1G08080
OG0000389	AT1G08090
OG0000389	AT1G08100
OG0014238	AT1G08110
OG0014237	AT1G08125
OG0014236	AT1G08130
OG0014235	AT1G08135
OG0014234	AT1G08140
OG0014233	AT1G08150
OG0014232	AT1G08160
OG0014231	AT1G08165
OG0000022	AT1G08170
OG0014230	AT1G08180
OG0022536	AT1G08190
OG0002404	AT1G08200
OG0022364	AT1G08210
OG0022502	AT1G08220
OG0022372	AT1G08230
OG0021111	AT1G08250
OG0002236	AT1G08260
OG0014229	AT1G08280
OG0014228	AT1G08290
OG0014227	AT1G08300
OG0003463	AT1G08310
OG0022518	AT1G08315
OG0014226	AT1G08320
OG0002235	AT1G08340
OG0014225	AT1G08350
OG0000514	AT1G08360
OG0014224	AT1G08370
OG0014223	AT1G08380
OG0014222	AT1G08390
OG0014221	AT1G08400
OG0014220	AT1G08410
OG0001587	AT1G08420
OG0014219	AT1G08430
OG0014218	AT1G08440
OG0014217	AT1G08450
OG0014216	AT1G08460
OG0014215	AT1G08465
OG0014214	AT1G08470
OG0014213	AT1G08480
OG0014212	AT1G08490
OG0014211	AT1G08500
OG0014210	AT1G08510
OG0014209	AT1G08520
OG0014208	AT1G08530
OG0014207	AT1G08540
OG0014206	AT1G08550
OG0014205	AT1G08560
OG0014204	AT1G08570
OG0014203	AT1G08580
OG0014202	AT1G08590
OG0014201	AT1G08600
OG0014200	AT1G08610
OG0014199	AT1G08620
OG0014198	AT1G08630
OG0014197	AT1G08640
OG0014196	AT1G08650
OG0014195	AT1G08660
OG0014194	AT1G08670
OG0014193	AT1G08680
OG0000384	AT1G08695
OG0014192	AT1G08700
OG0014191	AT1G08710
OG0014190	AT1G08720
OG0002234	AT1G08730
OG0014189	AT1G08750
OG0014188	AT1G08760
OG0014187	AT1G08770
OG0014186	AT1G08780
OG0014185	AT1G08790
OG0014184	AT1G08800
OG0014183	AT1G08810
OG0014182	AT1G08820
OG0014181	AT1G08830
OG0014180	AT1G08840
OG0014179	AT1G08845
OG0014178	AT1G08860
OG0000059	AT1G08880
OG0002233	AT1G08890
OG0002233	AT1G08900
OG0014177	AT1G08910
OG0014176	AT1G08920
OG0014175	AT1G08930
OG0014174	AT1G08940
OG0014173	AT1G08960
OG0014172	AT1G08970
OG0014171	AT1G08980
OG0014170	AT1G08990
OG0014169	AT1G09000
OG0014168	AT1G09010
OG0014167	AT1G09020
OG0022458	AT1G09026
OG0014166	AT1G09030
OG0001586	AT1G09040
OG0001586	AT1G09050
OG0014165	AT1G09060
OG0014164	AT1G09070
OG0000709	AT1G09080
OG0002232	AT1G09090
OG0001965	AT1G09100
OG0014163	AT1G09130
OG0014162	AT1G09140
OG0014161	AT1G09150
OG0014160	AT1G09155
OG0002231	AT1G09157
OG0014159	AT1G09160
OG0014158	AT1G09170
OG0014157	AT1G09176
OG0000125	AT1G09180
OG0014156	AT1G09190
OG0014155	AT1G09195
OG0000014	AT1G09200
OG0000708	AT1G09210
OG0002230	AT1G09220
OG0002230	AT1G09230
OG0014154	AT1G09240
OG0014153	AT1G09250
OG0014152	AT1G09270
OG0014151	AT1G09280
OG0014150	AT1G09290
OG0014149	AT1G09300
OG0014148	AT1G09310
OG0014147	AT1G09320
OG0014146	AT1G09330
OG0014145	AT1G09340
OG0001530	AT1G09350
OG0021110	AT1G09360
OG0014144	AT1G09370
OG0014143	AT1G09380
OG0014142	AT1G09390
OG0014141	AT1G09400
OG0014140	AT1G09415
OG0014139	AT1G09420
OG0000350	AT1G09430
OG0014138	AT1G09440
OG0014137	AT1G09450
OG0014136	AT1G09460
OG0014135	AT1G09470
OG0003586	AT1G09480
OG0003586	AT1G09490
OG0019895	AT1G09500
OG0019073	AT1G09510
OG0019074	AT1G09520
OG0019075	AT1G09530
OG0019076	AT1G09540
OG0019077	AT1G09550
OG0019078	AT1G09560
OG0019079	AT1G09570
OG0019080	AT1G09575
OG0019081	AT1G09580
OG0000188	AT1G09590
OG0019082	AT1G09600
OG0019083	AT1G09610
OG0019084	AT1G09620
OG0019085	AT1G09625
OG0019086	AT1G09630
OG0001725	AT1G09640
OG0019087	AT1G09645
OG0003523	AT1G09650
OG0019088	AT1G09660
OG0000118	AT1G09665
OG0019089	AT1G09680
OG0000188	AT1G09690
OG0019090	AT1G09700
OG0019091	AT1G09710
OG0019092	AT1G09720
OG0019093	AT1G09730
OG0019094	AT1G09740
OG0019095	AT1G09750
OG0019096	AT1G09760
OG0019097	AT1G09770
OG0002429	AT1G09780
OG0019098	AT1G09790
OG0019099	AT1G09795
OG0019100	AT1G09800
OG0019101	AT1G09810
OG0019102	AT1G09812
OG0019103	AT1G09815
OG0019104	AT1G09820
OG0019105	AT1G09830
OG0000754	AT1G09840
OG0006889	AT1G09850
OG0006888	AT1G09860
OG0006887	AT1G09870
OG0006886	AT1G09880
OG0006885	AT1G09890
OG0006884	AT1G09900
OG0006883	AT1G09910
OG0006882	AT1G09920
OG0006881	AT1G09930
OG0006880	AT1G09932
OG0006879	AT1G09935
OG0006878	AT1G09940
OG0006877	AT1G09950
OG0006876	AT1G09960
OG0006875	AT1G09970
OG0001118	AT1G09980
OG0000027	AT1G10000
OG0006874	AT1G10010
OG0006873	AT1G10020
OG0006872	AT1G10030
OG0006871	AT1G10040
OG0006870	AT1G10050
OG0006869	AT1G10060
OG0006868	AT1G10070
OG0006867	AT1G10090
OG0001922	AT1G10095
OG0002654	AT1G10110
OG0006866	AT1G10120
OG0006865	AT1G10130
OG0006864	AT1G10140
OG0006863	AT1G10150
OG0001117	AT1G10155
OG0006862	AT1G10170
OG0006861	AT1G10180
OG0001621	AT1G10190
OG0006860	AT1G10200
OG0000153	AT1G10210
OG0001116	AT1G10220
OG0006859	AT1G10230
OG0006858	AT1G10240
OG0006857	AT1G10250
OG0006856	AT1G10270
OG0006855	AT1G10280
OG0001115	AT1G10290
OG0006854	AT1G10300
OG0006853	AT1G10310
OG0006852	AT1G10320
OG0006851	AT1G10330
OG0001921	AT1G10340
OG0006850	AT1G10350
OG0001114	AT1G10360
OG0001114	AT1G10370
OG0006849	AT1G10380
OG0006848	AT1G10385
OG0006847	AT1G10390
OG0006846	AT1G10400
OG0006845	AT1G10410
OG0006844	AT1G10417
OG0000337	AT1G10430
OG0006843	AT1G10450
OG0022445	AT1G10455
OG0006842	AT1G10460
OG0006841	AT1G10470
OG0006840	AT1G10480
OG0001113	AT1G10490
OG0002604	AT1G10500
OG0006839	AT1G10510
OG0006838	AT1G10520
OG0006837	AT1G10522
OG0006836	AT1G10530
OG0006835	AT1G10540
OG0006834	AT1G10550
OG0022517	AT1G10560
OG0006833	AT1G10570
OG0006832	AT1G10580
OG0003631	AT1G10585
OG0003631	AT1G10586
OG0000472	AT1G10588
OG0006831	AT1G10590
OG0006830	AT1G10600
OG0006829	AT1G10610
OG0006828	AT1G10620
OG0000104	AT1G10630
OG0001112	AT1G10640
OG0006827	AT1G10650
OG0006826	AT1G10657
OG0006825	AT1G10660
OG0000350	AT1G10670
OG0006824	AT1G10680
OG0006823	AT1G10690
OG0006822	AT1G10700
OG0006821	AT1G10710
OG0022385	AT1G10717
OG0006820	AT1G10720
OG0001111	AT1G10730
OG0006819	AT1G10740
OG0006818	AT1G10750
OG0006817	AT1G10760
OG0006816	AT1G10770
OG0006815	AT1G10780
OG0006814	AT1G10790
OG0006813	AT1G10800
OG0000087	AT1G10810
OG0006812	AT1G10820
OG0002652	AT1G10830
OG0006811	AT1G10840
OG0006810	AT1G10850
OG0006809	AT1G10865
OG0006808	AT1G10870
OG0006807	AT1G10880
OG0006806	AT1G10890
OG0006805	AT1G10900
OG0006804	AT1G10910
OG0006803	AT1G10930
OG0001110	AT1G10940
OG0019876	AT1G10950
OG0001612	AT1G10960
OG0001611	AT1G10970
OG0020345	AT1G10980
OG0020344	AT1G11000
OG0006802	AT1G11020
OG0006801	AT1G11040
OG0006800	AT1G11050
OG0006799	AT1G11060
OG0006798	AT1G11070
OG0001109	AT1G11080
OG0006797	AT1G11090
OG0006796	AT1G11100
OG0006795	AT1G11110
OG0006794	AT1G11112
OG0006793	AT1G11120
OG0006792	AT1G11125
OG0006791	AT1G11130
OG0006790	AT1G11160
OG0006789	AT1G11170
OG0001108	AT1G11180
OG0006788	AT1G11190
OG0006787	AT1G11200
OG0006786	AT1G11210
OG0006785	AT1G11220
OG0006784	AT1G11240
OG0001106	AT1G11250
OG0006783	AT1G11260
OG0002649	AT1G11270
OG0000028	AT1G11280
OG0006782	AT1G11290
OG0006781	AT1G11300
OG0006780	AT1G11310
OG0006779	AT1G11320
OG0006778	AT1G11330
OG0006777	AT1G11340
OG0006776	AT1G11350
OG0006775	AT1G11360
OG0002648	AT1G11370
OG0006774	AT1G11380
OG0006773	AT1G11390
OG0006772	AT1G11400
OG0006771	AT1G11410
OG0006770	AT1G11420
OG0006769	AT1G11430
OG0006768	AT1G11440
OG0000611	AT1G11450
OG0000611	AT1G11460
OG0001920	AT1G11470
OG0001919	AT1G11475
OG0006767	AT1G11480
OG0006766	AT1G11490
OG0006765	AT1G11500
OG0006764	AT1G11510
OG0006763	AT1G11530
OG0020335	AT1G11540
OG0006762	AT1G11545
OG0006761	AT1G11560
OG0022432	AT1G11572
OG0002648	AT1G11580
