OrthoGroup	Gene
OG0003946	g00442
OG0003947	g00443
OG0003948	g00444
OG0003949	g00445
OG0003950	g00446
OG0003951	g00447
OG0003952	g00449
OG0001790	g00450
OG0000080	g00451
OG0003953	g00453
OG0003954	g00454
OG0003955	g00455
OG0000081	g00456
OG0003956	g00457
OG0003957	g00458
OG0003958	g00459
OG0000809	g00460
OG0003959	g00461
OG0000810	g00462
OG0000810	g00464
OG0003960	g00465
OG0003961	g00466
OG0003962	g00467
OG0000811	g00468
OG0003963	g00470
OG0000812	g00471
OG0003964	g00472
OG0003965	g00473
OG0003966	g00474
OG0003967	g00475
OG0003968	g00476
OG0003969	g00477
OG0003970	g00478
OG0003971	g00479
OG0003972	g00480
OG0003973	g00481
OG0000053	g00482
OG0002505	g00483
OG0000813	g00484
OG0003974	g00485
OG0003975	g00486
OG0000814	g00487
OG0020126	g00488
OG0003976	g00489
OG0003977	g00490
OG0003978	g00491
OG0020127	g00492
OG0003979	g00493
OG0003980	g00494
OG0003981	g00495
OG0003982	g00496
OG0003983	g00497
OG0003984	g00498
OG0003985	g00499
OG0003986	g00501
OG0003987	g00502
OG0000815	g00503
OG0003988	g00505
OG0003989	g00506
OG0003990	g00507
OG0003991	g00508
OG0020128	g00509
OG0003992	g00510
OG0003993	g00511
OG0003994	g00512
OG0020129	g00513
OG0003995	g00514
OG0003996	g00515
OG0003997	g00516
OG0001791	g00517
OG0003998	g00518
OG0002506	g00520
OG0002507	g00521
OG0000576	g00523
OG0000027	g00524
OG0003999	g00525
OG0004000	g00526
OG0004001	g00527
OG0004002	g00528
OG0000816	g00529
OG0000816	g00530
OG0004003	g00531
OG0004004	g00532
OG0020130	g00533
OG0004005	g00534
OG0004006	g00535
OG0004007	g00536
OG0004008	g00537
OG0004009	g00538
OG0004010	g00539
OG0004011	g00540
OG0004012	g00541
OG0004013	g00542
OG0004014	g00543
OG0004015	g00544
OG0001792	g00545
OG0004016	g00546
OG0004017	g00547
OG0004018	g00548
OG0004019	g00549
OG0000815	g00550
OG0004020	g00551
OG0004021	g00552
OG0004022	g00553
OG0004023	g00554
OG0000576	g00555
OG0004024	g00556
OG0020131	g00557
OG0004025	g00558
OG0004026	g00559
OG0000304	g00560
OG0000577	g00561
OG0004027	g00563
OG0004028	g00564
OG0004029	g00565
OG0000007	g00566
OG0004030	g00567
OG0000081	g00568
OG0004031	g00569
OG0004032	g00570
OG0004033	g00571
OG0001793	g00572
OG0000817	g00574
OG0004034	g00575
OG0004035	g00576
OG0004036	g00578
OG0004037	g00579
OG0004038	g00580
OG0004039	g00581
OG0004040	g00582
OG0004041	g00583
OG0004042	g00584
OG0004043	g00585
OG0004044	g00586
OG0001794	g00587
OG0004045	g00589
OG0004046	g00590
OG0004047	g00591
OG0004048	g00592
OG0004049	g00593
OG0004050	g00595
OG0004051	g00596
OG0020132	g00597
OG0004052	g00598
OG0004053	g00599
OG0004054	g00600
OG0004055	g00601
OG0004056	g00602
OG0004057	g00603
OG0004058	g00604
OG0004059	g00605
OG0004060	g00606
OG0004061	g00607
OG0004062	g00608
OG0004063	g00609
OG0004064	g00610
OG0004065	g00611
OG0004066	g00612
OG0004067	g00613
OG0004068	g00615
OG0004069	g00616
OG0004070	g00617
OG0020133	g00618
OG0004071	g00619
OG0004072	g00620
OG0004073	g00624
OG0000099	g00625
OG0000099	g00626
OG0002508	g00627
OG0004074	g00629
OG0004075	g00630
OG0004076	g00631
OG0004077	g00632
OG0004078	g00633
OG0004079	g00634
OG0004080	g00635
OG0004081	g00636
OG0004082	g00637
OG0004083	g00638
OG0020134	g00639
OG0001795	g00640
OG0004084	g00641
OG0004085	g00642
OG0002509	g00643
OG0004086	g00644
OG0004087	g00646
OG0004088	g00647
OG0000192	g00648
OG0004089	g00649
OG0004090	g00650
OG0004091	g00651
OG0004092	g00652
OG0004093	g00655
OG0000818	g00657
OG0004094	g00658
OG0004095	g00659
OG0004096	g00660
OG0004097	g00661
OG0004098	g00662
OG0000000	g00663
OG0000819	g00664
OG0020135	g00666
OG0002510	g00667
OG0002511	g00668
OG0004099	g00669
OG0004100	g00670
OG0002503	g00673
OG0004101	g00675
OG0004102	g00676
OG0004103	g00677
OG0004104	g00678
OG0004105	g00679
OG0004106	g00680
OG0004107	g00681
OG0004108	g00682
OG0004109	g00683
OG0000436	g00684
OG0004110	g00685
OG0004111	g00686
OG0004112	g00687
OG0004113	g00688
OG0004114	g00689
OG0004115	g00690
OG0004116	g00691
OG0004117	g00693
OG0004118	g00694
OG0004119	g00695
OG0004120	g00696
OG0004121	g00697
OG0004122	g00698
OG0004123	g00700
OG0004124	g00701
OG0004125	g00702
OG0004126	g00703
OG0004127	g00704
OG0004128	g00705
OG0004129	g00706
OG0004130	g00707
OG0004131	g00708
OG0004132	g00709
OG0004133	g00710
OG0004134	g00711
OG0004135	g00712
OG0004136	g00713
OG0020136	g00714
OG0020137	g00715
OG0000820	g00716
OG0004137	g00717
OG0004138	g00718
OG0004139	g00719
OG0004140	g00720
OG0004141	g00721
OG0000821	g00722
OG0004142	g00724
OG0004143	g00725
OG0004144	g00726
OG0004145	g00727
OG0001796	g00728
OG0004146	g00729
OG0000122	g00730
OG0002512	g00731
OG0004147	g00733
OG0004148	g00734
OG0020138	g00735
OG0004149	g00736
OG0020139	g00737
OG0004150	g00738
OG0004151	g00739
OG0000007	g00741
OG0004152	g00742
OG0004153	g00743
OG0004154	g00744
OG0004155	g00745
OG0004156	g00746
OG0004157	g00747
OG0004158	g00748
OG0004159	g00749
OG0004160	g00751
OG0004161	g00752
OG0004162	g00753
OG0000822	g00754
OG0004163	g00755
OG0004164	g00756
OG0000578	g00758
OG0020140	g00759
OG0000823	g00760
OG0001797	g00761
OG0001798	g00762
OG0004165	g00763
OG0001799	g00765
OG0001799	g00766
OG0004166	g00767
OG0004167	g00768
OG0004168	g00769
OG0004169	g00770
OG0004170	g00771
OG0004171	g00772
OG0004172	g00773
OG0004173	g00774
OG0004174	g00775
OG0000305	g00776
OG0000579	g00779
OG0000579	g00781
OG0004175	g00783
OG0004176	g00784
OG0004177	g00786
OG0020141	g00788
OG0004178	g00789
OG0004179	g00790
OG0004180	g00791
OG0004181	g00792
OG0000824	g00794
OG0004182	g00795
OG0004183	g00796
OG0004184	g00797
OG0004185	g00798
OG0004186	g00799
OG0020142	g00800
OG0004187	g00802
OG0004188	g00803
OG0004189	g00804
OG0004190	g00805
OG0004191	g00806
OG0000825	g00807
OG0000826	g00809
OG0004192	g00810
OG0020143	g00811
OG0004193	g00812
OG0000827	g00815
OG0000827	g00816
OG0004194	g00818
OG0004195	g00819
OG0020144	g00820
OG0004196	g00821
OG0020145	g00824
OG0020146	g00825
OG0004197	g00826
OG0004198	g00827
OG0000306	g00828
OG0000828	g00829
OG0004199	g00830
OG0004200	g00831
OG0004201	g00832
OG0000000	g00833
OG0000001	g00834
OG0000003	g00835
OG0000006	g00836
OG0004202	g00839
OG0004203	g00840
OG0002513	g00841
OG0002513	g00842
OG0000437	g00845
OG0004204	g00847
OG0004205	g00848
OG0001800	g00849
OG0004206	g00850
OG0004207	g00851
OG0004208	g00852
OG0020147	g00853
OG0004209	g00854
OG0004210	g00855
OG0004211	g00856
OG0004212	g00857
OG0004213	g00858
OG0004214	g00859
OG0004215	g00860
OG0004216	g00861
OG0004217	g00862
OG0004218	g00863
OG0004219	g00864
OG0004220	g00865
OG0004221	g00866
OG0004222	g00867
OG0020148	g00868
OG0004223	g00869
OG0004224	g00870
OG0004225	g00871
OG0004226	g00872
OG0004227	g00873
OG0004228	g00874
OG0000829	g00875
OG0004229	g00876
OG0004230	g00877
OG0004231	g00878
OG0004232	g00879
OG0004233	g00880
OG0004234	g00881
OG0004235	g00883
OG0004236	g00884
OG0004237	g00885
OG0001801	g00886
OG0004238	g00887
OG0000830	g00888
OG0004239	g00889
OG0004240	g00890
OG0000831	g00891
OG0004241	g00893
OG0004242	g00894
OG0004243	g00895
OG0004244	g00897
OG0004245	g00899
OG0000832	g00900
OG0004246	g00901
OG0004247	g00902
OG0000438	g00903
OG0004248	g00905
OG0004249	g00906
OG0000580	g00907
OG0002514	g00908
OG0004250	g00909
OG0004251	g00912
OG0004252	g00913
OG0004253	g00914
OG0004254	g00915
OG0004255	g00916
OG0004256	g00917
OG0000239	g00918
OG0004257	g00919
OG0004258	g00920
OG0000193	g00921
OG0004259	g00922
OG0004260	g00923
OG0004261	g00924
OG0004262	g00925
OG0001802	g00926
OG0001802	g00928
OG0004263	g00929
OG0004264	g00930
OG0004265	g00931
OG0004266	g00932
OG0004267	g00933
OG0004268	g00934
OG0004269	g00935
OG0004270	g00936
OG0004271	g00937
OG0000833	g00938
OG0001803	g00939
OG0000834	g00940
OG0002515	g00941
OG0000307	g00942
OG0002515	g00943
OG0000307	g00944
OG0004272	g00945
OG0004273	g00946
OG0004274	g00947
OG0004275	g00948
OG0004276	g00949
OG0004277	g00950
OG0000008	g00951
OG0004278	g00952
OG0002516	g00953
OG0004279	g00954
OG0004280	g00955
OG0004281	g00956
OG0004282	g00958
OG0020149	g00959
OG0004283	g00963
OG0004284	g00964
OG0004285	g00965
OG0004286	g00966
OG0004287	g00967
OG0004288	g00968
OG0000439	g00969
OG0001804	g00970
OG0001804	g00971
OG0004289	g00972
OG0004290	g00973
OG0004291	g00974
OG0004292	g00975
OG0004293	g00976
OG0004294	g00977
OG0004295	g00978
OG0004296	g00979
OG0004297	g00980
OG0004298	g00981
OG0004299	g00982
OG0004300	g00983
OG0004301	g00984
OG0004302	g00986
OG0004303	g00988
OG0004304	g00989
OG0004305	g00990
OG0004306	g00991
OG0004307	g00992
OG0004308	g00993
OG0004309	g00994
OG0004310	g00995
OG0002517	g00996
OG0000007	g00997
OG0004311	g00998
OG0004312	g00999
OG0004313	g01000
OG0004314	g01001
OG0000000	g01002
OG0004315	g01003
OG0004316	g01004
OG0004317	g01005
OG0004318	g01006
OG0004319	g01007
OG0004320	g01008
OG0004321	g01009
OG0004322	g01010
OG0004323	g01011
OG0000835	g01012
OG0004324	g01013
OG0004325	g01014
OG0004326	g01016
OG0004327	g01017
OG0004328	g01018
OG0004329	g01020
OG0004330	g01021
OG0004331	g01022
OG0004332	g01023
OG0004333	g01024
OG0004334	g01025
OG0004335	g01026
OG0004336	g01027
OG0004337	g01028
OG0000836	g01029
OG0020150	g01030
OG0004338	g01031
OG0004339	g01032
OG0002518	g01033
OG0001805	g01034
OG0004340	g01036
OG0004341	g01037
OG0004342	g01038
OG0004343	g01039
OG0004344	g01040
OG0000837	g01041
OG0004345	g01042
OG0000837	g01043
OG0004346	g01045
OG0004347	g01046
OG0004348	g01047
OG0004349	g01048
OG0000440	g01049
OG0020151	g01050
OG0004350	g01051
OG0004351	g01052
OG0004352	g01053
OG0004353	g01054
OG0004354	g01055
OG0004355	g01056
OG0004356	g01057
OG0004357	g01058
OG0004358	g01059
OG0000838	g01060
OG0004359	g01061
OG0004360	g01062
OG0000839	g01063
OG0004361	g01064
OG0004362	g01066
OG0000840	g01067
OG0000840	g01068
OG0020152	g01069
OG0004363	g01071
OG0004364	g01072
OG0004365	g01073
OG0004366	g01074
OG0004367	g01075
OG0004368	g01076
OG0004369	g01077
OG0000841	g01078
OG0004370	g01079
OG0002519	g01080
OG0004371	g01081
OG0004372	g01082
OG0004373	g01083
OG0020153	g01084
OG0004374	g01085
OG0000581	g01086
OG0004375	g01087
OG0004376	g01090
OG0004377	g01091
OG0004378	g01093
OG0004379	g01094
OG0020154	g01095
OG0000024	g01096
OG0001806	g01097
OG0004380	g01098
OG0004381	g01100
OG0000080	g01101
OG0004382	g01102
OG0000014	g01103
OG0000014	g01104
OG0004383	g01105
OG0000582	g01106
OG0000081	g01107
OG0004384	g01108
OG0004385	g01109
OG0004386	g01110
OG0004387	g01111
OG0004388	g01113
OG0004389	g01114
OG0004390	g01115
OG0004391	g01116
OG0004392	g01117
OG0004393	g01118
OG0000842	g01119
OG0004394	g01120
OG0000194	g01121
OG0004395	g01123
OG0004396	g01125
OG0004397	g01126
OG0004398	g01127
OG0004399	g01128
OG0002520	g01129
OG0000082	g01131
OG0000082	g01132
OG0000040	g01133
OG0004400	g01134
OG0004401	g01135
OG0004402	g01136
OG0001807	g01137
OG0004403	g01138
OG0004404	g01139
OG0000441	g01140
OG0000441	g01142
OG0000123	g01143
OG0000058	g01144
OG0020155	g01146
OG0000053	g01147
OG0000573	g01148
OG0004405	g01149
OG0000843	g01150
OG0004406	g01151
OG0004407	g01152
OG0000308	g01153
OG0004408	g01154
OG0004409	g01155
OG0004410	g01156
OG0004411	g01157
OG0004412	g01158
OG0004413	g01159
OG0000844	g01160
OG0004414	g01161
OG0004415	g01162
OG0004416	g01163
OG0004417	g01164
OG0000845	g01165
OG0020156	g01166
OG0004418	g01167
OG0000846	g01168
OG0001808	g01169
OG0002521	g01170
OG0004419	g01171
OG0004420	g01172
OG0004421	g01173
OG0004422	g01174
OG0004423	g01175
OG0004424	g01176
OG0004425	g01177
OG0000847	g01178
OG0004426	g01179
OG0004427	g01180
OG0004428	g01181
OG0020157	g01182
OG0004429	g01183
OG0004430	g01184
OG0004431	g01185
OG0004432	g01186
OG0004433	g01187
OG0004434	g01188
OG0004435	g01189
OG0004436	g01190
OG0004437	g01191
OG0000848	g01192
OG0004438	g01193
OG0004439	g01194
OG0004440	g01195
OG0004441	g01196
OG0000070	g01197
OG0002522	g01198
OG0000849	g01199
OG0004442	g01200
OG0004443	g01201
OG0004444	g01203
OG0004445	g01204
OG0004446	g01205
OG0004447	g01206
OG0000850	g01207
OG0000851	g01208
OG0004448	g01209
OG0004449	g01210
OG0000852	g01211
OG0004450	g01212
OG0004451	g01213
OG0004452	g01214
OG0004453	g01215
OG0000442	g01216
OG0000442	g01217
OG0004454	g01218
OG0004455	g01219
OG0000853	g01220
OG0000240	g01221
OG0020158	g01222
OG0000240	g01223
OG0000854	g01224
OG0004456	g01226
OG0004457	g01228
OG0004458	g01229
OG0004459	g01230
OG0004460	g01231
OG0004461	g01232
OG0004462	g01233
OG0000309	g01234
OG0001790	g01235
OG0002523	g01236
OG0000310	g01237
OG0020159	g01238
OG0004463	g01239
OG0004464	g01240
OG0004465	g01242
OG0004466	g01243
OG0004467	g01244
OG0020160	g01247
OG0004468	g01248
OG0004469	g01249
OG0000855	g01250
OG0000855	g01251
OG0004470	g01252
OG0002524	g01253
OG0004471	g01255
OG0001809	g01256
OG0004472	g01257
OG0004473	g01258
OG0004474	g01259
OG0000856	g01260
OG0020161	g01262
OG0000241	g01263
OG0004475	g01264
OG0004476	g01266
OG0004477	g01267
OG0004478	g01268
OG0004479	g01269
OG0002525	g01270
OG0004480	g01271
OG0004481	g01272
OG0004482	g01273
OG0000443	g01274
OG0004483	g01275
OG0004484	g01276
OG0004485	g01277
OG0004486	g01279
OG0004487	g01280
OG0004488	g01282
OG0020162	g01283
OG0004489	g01284
OG0004490	g01285
OG0004491	g01286
OG0001810	g01287
OG0004492	g01288
OG0004493	g01289
OG0004494	g01290
OG0004495	g01292
OG0004496	g01293
OG0004497	g01294
OG0004498	g01295
OG0004499	g01296
OG0004500	g01297
OG0004501	g01298
OG0002526	g01299
OG0000857	g01300
OG0004502	g01301
OG0002526	g01303
OG0004503	g01304
OG0004504	g01305
OG0004505	g01306
OG0004506	g01307
OG0004507	g01308
OG0004508	g01309
OG0000444	g01310
OG0000444	g01311
OG0000858	g01312
OG0001811	g01313
OG0004509	g01314
OG0000583	g01315
OG0004510	g01316
OG0004511	g01317
OG0004512	g01318
OG0000859	g01319
OG0002527	g01320
OG0004513	g01321
OG0004514	g01322
OG0004515	g01323
OG0004516	g01324
OG0000860	g01325
OG0004517	g01326
OG0020163	g01327
OG0004518	g01328
OG0004519	g01330
OG0004520	g01332
OG0004521	g01333
OG0000861	g01334
OG0004522	g01335
OG0004523	g01336
OG0004524	g01337
OG0004525	g01338
OG0004526	g01339
OG0002528	g01340
OG0004527	g01341
OG0004528	g01342
OG0004529	g01343
OG0020164	g01344
OG0020165	g01345
OG0020166	g01346
OG0020167	g01347
OG0004530	g01348
OG0001812	g01349
OG0004531	g01350
OG0004532	g01351
OG0004533	g01352
OG0004534	g01353
OG0004535	g01354
OG0000311	g01355
OG0004536	g01356
OG0004537	g01357
OG0000862	g01358
OG0004538	g01359
OG0004539	g01360
OG0000013	g01361
OG0000008	g01362
OG0004540	g01363
OG0004541	g01364
OG0002529	g01366
OG0000038	g01367
OG0004542	g01368
OG0004543	g01369
OG0004544	g01370
OG0004545	g01371
OG0004546	g01372
OG0004547	g01373
OG0004548	g01374
OG0004549	g01375
OG0004550	g01376
OG0004551	g01377
OG0002530	g01378
OG0004552	g01379
OG0000584	g01380
OG0004553	g01381
OG0004554	g01382
OG0004555	g01383
OG0004556	g01384
OG0004557	g01388
OG0004558	g01389
OG0004559	g01390
OG0000445	g01391
OG0000049	g01393
OG0004560	g01394
OG0002531	g01395
OG0004561	g01396
OG0004562	g01397
OG0004563	g01398
OG0004564	g01399
OG0000145	g01400
OG0004565	g01401
OG0004566	g01402
OG0004567	g01403
OG0004568	g01404
OG0020168	g01405
OG0004569	g01406
OG0004570	g01407
OG0000124	g01409
OG0000446	g01410
OG0000124	g01411
OG0000863	g01412
OG0004571	g01413
OG0004572	g01414
OG0004573	g01415
OG0004574	g01416
OG0000312	g01417
OG0004575	g01418
OG0004576	g01419
OG0004577	g01420
OG0004578	g01421
OG0004579	g01422
OG0004580	g01423
OG0020169	g01424
OG0004581	g01425
OG0004582	g01426
OG0002532	g01427
OG0000864	g01428
OG0002533	g01429
OG0001813	g01430
OG0004583	g01432
OG0000447	g01433
OG0000447	g01434
OG0004584	g01435
OG0004585	g01436
OG0004586	g01437
OG0004587	g01439
OG0001814	g01440
OG0020170	g01441
OG0004588	g01442
OG0000865	g01443
OG0000865	g01444
OG0020171	g01445
OG0002534	g01446
OG0000866	g01447
OG0000867	g01448
OG0004589	g01449
OG0000868	g01450
OG0004590	g01451
OG0004591	g01452
OG0004592	g01453
OG0002535	g01454
OG0004593	g01455
OG0004594	g01456
OG0004595	g01457
OG0000146	g01458
OG0000146	g01459
OG0004596	g01460
OG0001815	g01461
OG0004597	g01462
OG0004598	g01463
OG0000869	g01464
OG0004599	g01465
OG0004600	g01466
OG0004601	g01467
OG0004602	g01468
OG0004603	g01470
OG0004604	g01471
OG0004605	g01472
OG0004606	g01473
OG0020172	g01474
OG0004607	g01475
OG0004608	g01476
OG0004609	g01477
OG0004610	g01479
OG0004611	g01481
OG0004612	g01482
OG0000870	g01483
OG0004613	g01484
OG0000871	g01485
OG0001816	g01486
OG0020173	g01487
OG0004614	g01490
OG0004615	g01491
OG0004616	g01492
OG0004617	g01493
OG0004618	g01494
OG0004619	g01495
OG0002536	g01497
OG0004620	g01498
OG0004621	g01499
OG0004622	g01500
OG0004623	g01501
OG0004624	g01504
OG0004625	g01505
OG0004626	g01506
OG0004627	g01507
OG0004628	g01508
OG0004629	g01509
OG0004630	g01510
OG0004631	g01511
OG0000872	g01512
OG0004632	g01513
OG0000873	g01514
OG0004633	g01515
OG0004634	g01516
OG0001817	g01517
OG0002537	g01518
OG0004635	g01519
OG0004636	g01521
OG0004637	g01522
OG0004638	g01523
OG0004639	g01524
OG0004640	g01526
OG0000874	g01527
OG0004641	g01528
OG0004642	g01529
OG0004643	g01530
OG0004644	g01531
OG0004645	g01532
OG0000875	g01533
OG0000876	g01534
OG0000313	g01535
OG0020174	g01536
OG0004646	g01537
OG0004647	g01538
OG0004648	g01539
OG0004649	g01540
OG0004650	g01541
OG0004651	g01542
OG0004652	g01543
OG0004653	g01544
OG0004654	g01545
